mode,map,team,player,kills,deaths,hill time,damage,first blood,major  ,type,opponent,score,map number,W/L,rounds,,series k/d,hardpoint k/d,search & destroy k/d,control k/d,total kills,total deaths,all hardpoint k/d,all search & destroy k/d,all control k/d,overall k/d
Control,Hacienda,Vegas Falcons,D7oomx,19,33,,3106,,Major 1,Online,Optic Texas,2-3,3,L,5,,0.76,,,0.58,210,243,0.86,1.33,0.74,0.86
Control,Hacienda,Vegas Falcons,Exnid,27,23,,3466,,Major 1,Online,Optic Texas,2-3,3,L,5,,1.00,,,1.17,478,521,0.85,0.93,1.05,0.92
Control,Hacienda,Vegas Falcons,Roxas,22,28,,3374,,Major 1,Online,Optic Texas,2-3,3,L,5,,0.73,,,0.79,410,507,0.75,0.84,0.92,0.81
Control,Hacienda,Vegas Falcons,WXSL,22,23,,2514,,Major 1,Online,Optic Texas,2-3,3,L,5,,0.84,,,0.96,149,143,0.94,1.36,1.21,1.04
Control,Hacienda,Optic Texas,Dashy,27,22,,3700,,Major 1,Online,Vegas Falcons,3-2,3,W,5,,1.06,,,1.23,621,557,1.12,1.21,1.07,1.11
Control,Hacienda,Optic Texas,Huke,24,20,,2788,,Major 1,Online,Vegas Falcons,3-2,3,W,5,,1.58,,,1.20,463,386,1.24,1.25,1.09,1.20
Control,Hacienda,Optic Texas,Kenny,30,26,,3677,,Major 1,Online,Vegas Falcons,3-2,3,W,5,,1.01,,,1.15,546,602,0.94,0.79,0.90,0.91
Control,Hacienda,Optic Texas,Shotzzy,26,22,,3275,,Major 1,Online,Vegas Falcons,3-2,3,W,5,,1.30,,,1.18,673,534,1.32,1.14,1.20,1.26
Hardpoint,Skyline,Vegas Falcons,D7oomx,19,31,63,2547,,Major 1,Online,Optic Texas,144-250,4,L,,,0.76,0.61,,,210,243,0.86,1.33,0.74,0.86
Hardpoint,Skyline,Vegas Falcons,Exnid,24,25,57,2989,,Major 1,Online,Optic Texas,144-250,4,L,,,1.00,0.96,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Skyline,Vegas Falcons,Roxas,19,30,3,2534,,Major 1,Online,Optic Texas,144-250,4,L,,,0.73,0.63,,,410,507,0.75,0.84,0.92,0.81
Hardpoint,Skyline,Vegas Falcons,WXSL,15,22,30,2492,,Major 1,Online,Optic Texas,144-250,4,L,,,0.84,0.68,,,149,143,0.94,1.36,1.21,1.04
Hardpoint,Skyline,Optic Texas,Dashy,32,21,67,3840,,Major 1,Online,Vegas Falcons,250-144,4,W,,,1.06,1.52,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Skyline,Optic Texas,Huke,26,15,79,2743,,Major 1,Online,Vegas Falcons,250-144,4,W,,,1.58,1.73,,,463,386,1.24,1.25,1.09,1.20
Hardpoint,Skyline,Optic Texas,Kenny,17,23,57,2526,,Major 1,Online,Vegas Falcons,250-144,4,W,,,1.01,0.74,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Skyline,Optic Texas,Shotzzy,33,18,75,3701,,Major 1,Online,Vegas Falcons,250-144,4,W,,,1.30,1.83,,,673,534,1.32,1.14,1.20,1.26
Hardpoint,Skyline,LA guerillas M8,Kismet,24,26,96,2769,,Major 1,Online,Cloud9 New York,250-190,1,W,,,0.94,0.92,,,619,576,0.99,1.03,1.27,1.07
Hardpoint,Skyline,LA guerillas M8,Lynz,26,22,44,2853,,Major 1,Online,Cloud9 New York,250-190,1,W,,,1.06,1.18,,,605,577,1.07,1.00,1.02,1.05
Hardpoint,Skyline,LA guerillas M8,Priestahh,32,22,88,3481,,Major 1,Online,Cloud9 New York,250-190,1,W,,,1.24,1.45,,,520,538,0.99,0.83,0.96,0.97
Hardpoint,Skyline,LA guerillas M8,Skyz,25,24,37,3813,,Major 1,Online,Cloud9 New York,250-190,1,W,,,0.97,1.04,,,514,518,0.97,0.91,1.06,0.99
Hardpoint,Skyline,Cloud9 New York,Attach,27,27,19,3803,,Major 1,Online,LA guerillas M8,190-250,1,L,,,1.17,1.00,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Skyline,Cloud9 New York,Kremp,18,25,68,2343,,Major 1,Online,LA guerillas M8,190-250,1,L,,,0.92,0.72,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Skyline,Cloud9 New York,Mack,28,28,79,3410,,Major 1,Online,LA guerillas M8,190-250,1,L,,,0.89,1.00,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Skyline,Cloud9 New York,Sib,21,27,38,3329,,Major 1,Online,LA guerillas M8,190-250,1,L,,,0.88,0.78,,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Skyline,LA guerillas M8,Kismet,3,8,,606,1,Major 1,Online,Cloud9 New York,6-4,2,W,10,,0.94,,0.38,,619,576,0.99,1.03,1.27,1.07
Search & Destroy,Skyline,LA guerillas M8,Lynz,8,7,,686,1,Major 1,Online,Cloud9 New York,6-4,2,W,10,,1.06,,1.14,,605,577,1.07,1.00,1.02,1.05
Search & Destroy,Skyline,LA guerillas M8,Priestahh,8,6,,1348,2,Major 1,Online,Cloud9 New York,6-4,2,W,10,,1.24,,1.33,,520,538,0.99,0.83,0.96,0.97
Search & Destroy,Skyline,LA guerillas M8,Skyz,7,6,,1023,0,Major 1,Online,Cloud9 New York,6-4,2,W,10,,0.97,,1.17,,514,518,0.97,0.91,1.06,0.99
Search & Destroy,Skyline,Cloud9 New York,Attach,9,8,,850,4,Major 1,Online,LA guerillas M8,4-6,2,L,10,,1.17,,1.13,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Skyline,Cloud9 New York,Kremp,6,7,,858,2,Major 1,Online,LA guerillas M8,4-6,2,L,10,,0.92,,0.86,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Skyline,Cloud9 New York,Mack,6,5,,950,0,Major 1,Online,LA guerillas M8,4-6,2,L,10,,0.89,,1.20,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Skyline,Cloud9 New York,Sib,6,6,,1384,0,Major 1,Online,LA guerillas M8,4-6,2,L,10,,0.88,,1.00,,467,564,0.81,0.88,0.85,0.83
Control,Hacienda,LA guerillas M8,Kismet,36,33,,4312,,Major 1,Online,Cloud9 New York,3-2,3,W,5,,0.94,,,1.09,619,576,0.99,1.03,1.27,1.07
Control,Hacienda,LA guerillas M8,Lynz,32,33,,4340,,Major 1,Online,Cloud9 New York,3-2,3,W,5,,1.06,,,0.97,605,577,1.07,1.00,1.02,1.05
Control,Hacienda,LA guerillas M8,Priestahh,22,22,,3078,,Major 1,Online,Cloud9 New York,3-2,3,W,5,,1.24,,,1.00,520,538,0.99,0.83,0.96,0.97
Control,Hacienda,LA guerillas M8,Skyz,26,30,,2990,,Major 1,Online,Cloud9 New York,3-2,3,W,5,,0.97,,,0.87,514,518,0.97,0.91,1.06,0.99
Control,Hacienda,Cloud9 New York,Attach,33,24,,4190,,Major 1,Online,LA guerillas M8,2-3,3,L,5,,1.17,,,1.38,467,546,0.80,1.03,0.90,0.86
Control,Hacienda,Cloud9 New York,Kremp,30,27,,3604,,Major 1,Online,LA guerillas M8,2-3,3,L,5,,0.92,,,1.11,535,552,0.97,1.00,0.95,0.97
Control,Hacienda,Cloud9 New York,Mack,25,33,,3274,,Major 1,Online,LA guerillas M8,2-3,3,L,5,,0.89,,,0.76,554,560,1.06,1.00,0.85,0.99
Control,Hacienda,Cloud9 New York,Sib,30,32,,4536,,Major 1,Online,LA guerillas M8,2-3,3,L,5,,0.88,,,0.94,467,564,0.81,0.88,0.85,0.83
Hardpoint,Skyline,Boston Breach,Cammy,31,28,52,3622,,Major 1,Online,Carolina Royal Ravens,250-198,1,W,,,1.20,1.11,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Skyline,Boston Breach,Owakening,23,27,75,3435,,Major 1,Online,Carolina Royal Ravens,250-198,1,W,,,0.86,0.85,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Skyline,Boston Breach,Purj,32,29,124,3444,,Major 1,Online,Carolina Royal Ravens,250-198,1,W,,,1.27,1.10,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Skyline,Boston Breach,Snoopy,35,30,19,4444,,Major 1,Online,Carolina Royal Ravens,250-198,1,W,,,1.11,1.17,,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Skyline,Carolina Royal Ravens,Gwinn,26,29,63,3475,,Major 1,Online,Boston Breach,198-250,1,L,,,1.05,0.90,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Skyline,Carolina Royal Ravens,Slasher,24,29,50,3068,,Major 1,Online,Boston Breach,198-250,1,L,,,0.74,0.83,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Skyline,Carolina Royal Ravens,TJHaly,28,32,70,3292,,Major 1,Online,Boston Breach,198-250,1,L,,,0.93,0.88,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Skyline,Carolina Royal Ravens,Vivid,36,31,35,4354,,Major 1,Online,Boston Breach,198-250,1,L,,,0.88,1.16,,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Hacienda,Boston Breach,Cammy,2,7,,557,0,Major 1,Online,Carolina Royal Ravens,4-6,2,L,10,,1.20,,0.29,,538,560,1.01,0.80,0.92,0.96
Search & Destroy,Hacienda,Boston Breach,Owakening,3,8,,708,2,Major 1,Online,Carolina Royal Ravens,4-6,2,L,10,,0.86,,0.38,,537,553,0.98,0.91,0.98,0.97
Search & Destroy,Hacienda,Boston Breach,Purj,9,7,,953,4,Major 1,Online,Carolina Royal Ravens,4-6,2,L,10,,1.27,,1.29,,596,613,1.00,1.06,0.86,0.97
Search & Destroy,Hacienda,Boston Breach,Snoopy,8,6,,1005,0,Major 1,Online,Carolina Royal Ravens,4-6,2,L,10,,1.11,,1.33,,628,595,1.12,1.14,0.84,1.06
Search & Destroy,Hacienda,Carolina Royal Ravens,Gwinn,7,4,,939,1,Major 1,Online,Boston Breach,6-4,2,W,10,,1.05,,1.75,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Hacienda,Carolina Royal Ravens,Slasher,4,7,,724,0,Major 1,Online,Boston Breach,6-4,2,W,10,,0.74,,0.57,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Hacienda,Carolina Royal Ravens,TJHaly,10,5,,1233,2,Major 1,Online,Boston Breach,6-4,2,W,10,,0.93,,2.00,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Hacienda,Carolina Royal Ravens,Vivid,7,6,,949,1,Major 1,Online,Boston Breach,6-4,2,W,10,,0.88,,1.17,,530,557,1.03,0.65,0.94,0.95
Control,Hacienda,Boston Breach,Cammy,30,24,,3701,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,1.20,,,1.25,538,560,1.01,0.80,0.92,0.96
Control,Hacienda,Boston Breach,Owakening,25,27,,3197,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,0.86,,,0.93,537,553,0.98,0.91,0.98,0.97
Control,Hacienda,Boston Breach,Purj,27,33,,3529,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,1.27,,,0.82,596,613,1.00,1.06,0.86,0.97
Control,Hacienda,Boston Breach,Snoopy,34,29,,3917,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,1.11,,,1.17,628,595,1.12,1.14,0.84,1.06
Control,Hacienda,Carolina Royal Ravens,Gwinn,33,29,,4145,,Major 1,Online,Boston Breach,2-3,3,L,5,,1.05,,,1.14,645,533,1.28,1.08,1.13,1.21
Control,Hacienda,Carolina Royal Ravens,Slasher,21,27,,2642,,Major 1,Online,Boston Breach,2-3,3,L,5,,0.74,,,0.78,552,531,1.11,1.05,0.90,1.04
Control,Hacienda,Carolina Royal Ravens,TJHaly,34,29,,3979,,Major 1,Online,Boston Breach,2-3,3,L,5,,0.93,,,1.17,599,562,1.01,1.19,1.14,1.07
Control,Hacienda,Carolina Royal Ravens,Vivid,25,31,,3816,,Major 1,Online,Boston Breach,2-3,3,L,5,,0.88,,,0.81,530,557,1.03,0.65,0.94,0.95
Hardpoint,Vault,Boston Breach,Cammy,34,22,85,3511,,Major 1,Online,Carolina Royal Ravens,250-109,4,W,,,1.20,1.55,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Vault,Boston Breach,Owakening,25,26,111,3530,,Major 1,Online,Carolina Royal Ravens,250-109,4,W,,,0.86,0.96,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Vault,Boston Breach,Purj,45,20,36,4074,,Major 1,Online,Carolina Royal Ravens,250-109,4,W,,,1.27,2.25,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Vault,Boston Breach,Snoopy,24,26,34,3545,,Major 1,Online,Carolina Royal Ravens,250-109,4,W,,,1.11,0.92,,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Vault,Carolina Royal Ravens,Gwinn,31,30,23,3371,,Major 1,Online,Boston Breach,109-250,4,L,,,1.05,1.03,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Vault,Carolina Royal Ravens,Slasher,20,30,42,2326,,Major 1,Online,Boston Breach,109-250,4,L,,,0.74,0.67,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Vault,Carolina Royal Ravens,TJHaly,22,35,28,3239,,Major 1,Online,Boston Breach,109-250,4,L,,,0.93,0.63,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Vault,Carolina Royal Ravens,Vivid,21,33,31,2710,,Major 1,Online,Boston Breach,109-250,4,L,,,0.88,0.64,,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Skyline,Cloud9 New York,Attach,29,31,51,3933,,Major 1,Online,Miami Heretics,250-228,1,W,,,0.87,0.94,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Skyline,Cloud9 New York,Kremp,37,28,78,4271,,Major 1,Online,Miami Heretics,250-228,1,W,,,1.11,1.32,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Skyline,Cloud9 New York,Mack,32,26,115,3637,,Major 1,Online,Miami Heretics,250-228,1,W,,,1.12,1.23,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Skyline,Cloud9 New York,Sib,30,26,53,3782,,Major 1,Online,Miami Heretics,250-228,1,W,,,1.15,1.15,,,467,564,0.81,0.88,0.85,0.83
Hardpoint,Skyline,Miami Heretics,Lucky,31,31,46,2978,,Major 1,Online,Cloud9 New York,228-250,1,L,,,0.86,1.00,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Skyline,Miami Heretics,MettalZ,30,34,83,3536,,Major 1,Online,Cloud9 New York,228-250,1,L,,,1.09,0.88,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Skyline,Miami Heretics,Reeal,25,31,50,3385,,Major 1,Online,Cloud9 New York,228-250,1,L,,,0.89,0.81,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Skyline,Miami Heretics,Renkor,25,32,68,4074,,Major 1,Online,Cloud9 New York,228-250,1,L,,,0.92,0.78,,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Red Card,Cloud9 New York,Attach,5,6,,962,0,Major 1,Online,Miami Heretics,3-6,2,L,9,,0.87,,0.83,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Red Card,Cloud9 New York,Kremp,5,8,,697,4,Major 1,Online,Miami Heretics,3-6,2,L,9,,1.11,,0.63,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Red Card,Cloud9 New York,Mack,7,5,,915,1,Major 1,Online,Miami Heretics,3-6,2,L,9,,1.12,,1.40,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Red Card,Cloud9 New York,Sib,6,7,,925,0,Major 1,Online,Miami Heretics,3-6,2,L,9,,1.15,,0.86,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Red Card,Miami Heretics,Lucky,4,5,,833,0,Major 1,Online,Cloud9 New York,6-3,2,W,9,,0.86,,0.80,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Red Card,Miami Heretics,MettalZ,12,4,,1397,2,Major 1,Online,Cloud9 New York,6-3,2,W,9,,1.09,,3.00,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Red Card,Miami Heretics,Reeal,3,7,,536,1,Major 1,Online,Cloud9 New York,6-3,2,W,9,,0.89,,0.43,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Red Card,Miami Heretics,Renkor,7,7,,1063,1,Major 1,Online,Cloud9 New York,6-3,2,W,9,,0.92,,1.00,,587,584,1.05,0.92,0.95,1.01
Control,Hacienda,Cloud9 New York,Attach,13,15,,2019,,Major 1,Online,Miami Heretics,3-0,3,W,3,,0.87,,,0.87,467,546,0.80,1.03,0.90,0.86
Control,Hacienda,Cloud9 New York,Kremp,18,12,,2052,,Major 1,Online,Miami Heretics,3-0,3,W,3,,1.11,,,1.50,535,552,0.97,1.00,0.95,0.97
Control,Hacienda,Cloud9 New York,Mack,17,12,,2109,,Major 1,Online,Miami Heretics,3-0,3,W,3,,1.12,,,1.42,554,560,1.06,1.00,0.85,0.99
Control,Hacienda,Cloud9 New York,Sib,17,11,,1857,,Major 1,Online,Miami Heretics,3-0,3,W,3,,1.15,,,1.55,467,564,0.81,0.88,0.85,0.83
Control,Hacienda,Miami Heretics,Lucky,14,16,,1507,,Major 1,Online,Cloud9 New York,0-3,3,L,3,,0.86,,,0.88,521,564,0.89,0.89,1.04,0.92
Control,Hacienda,Miami Heretics,MettalZ,16,18,,1823,,Major 1,Online,Cloud9 New York,0-3,3,L,3,,1.09,,,0.89,557,595,0.92,0.80,1.05,0.94
Control,Hacienda,Miami Heretics,Reeal,15,15,,1913,,Major 1,Online,Cloud9 New York,0-3,3,L,3,,0.89,,,1.00,591,564,1.05,1.07,1.02,1.05
Control,Hacienda,Miami Heretics,Renkor,5,16,,1118,,Major 1,Online,Cloud9 New York,0-3,3,L,3,,0.92,,,0.31,587,584,1.05,0.92,0.95,1.01
Hardpoint,Vault,Cloud9 New York,Attach,23,29,56,3507,,Major 1,Online,Miami Heretics,183-250,4,L,,,0.87,0.79,,,467,546,0.80,1.03,0.90,0.86
Hardpoint,Vault,Cloud9 New York,Kremp,25,31,49,2964,,Major 1,Online,Miami Heretics,183-250,4,L,,,1.11,0.81,,,535,552,0.97,1.00,0.95,0.97
Hardpoint,Vault,Cloud9 New York,Mack,27,32,65,3305,,Major 1,Online,Miami Heretics,183-250,4,L,,,1.12,0.84,,,554,560,1.06,1.00,0.85,0.99
Hardpoint,Vault,Cloud9 New York,Sib,31,28,26,3874,,Major 1,Online,Miami Heretics,183-250,4,L,,,1.15,1.11,,,467,564,0.81,0.88,0.85,0.83
Hardpoint,Vault,Miami Heretics,Lucky,20,28,111,2943,,Major 1,Online,Cloud9 New York,250-183,4,W,,,0.86,0.71,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Vault,Miami Heretics,MettalZ,31,27,83,3350,,Major 1,Online,Cloud9 New York,250-183,4,W,,,1.09,1.15,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Vault,Miami Heretics,Reeal,29,26,21,3413,,Major 1,Online,Cloud9 New York,250-183,4,W,,,0.89,1.12,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Vault,Miami Heretics,Renkor,39,25,46,4301,,Major 1,Online,Cloud9 New York,250-183,4,W,,,0.92,1.56,,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Hacienda,Cloud9 New York,Attach,6,6,,1002,0,Major 1,Online,Miami Heretics,4-6,5,L,10,,0.87,,1.00,,467,546,0.80,1.03,0.90,0.86
Search & Destroy,Hacienda,Cloud9 New York,Kremp,9,6,,1067,0,Major 1,Online,Miami Heretics,4-6,5,L,10,,1.11,,1.50,,535,552,0.97,1.00,0.95,0.97
Search & Destroy,Hacienda,Cloud9 New York,Mack,9,7,,961,4,Major 1,Online,Miami Heretics,4-6,5,L,10,,1.12,,1.29,,554,560,1.06,1.00,0.85,0.99
Search & Destroy,Hacienda,Cloud9 New York,Sib,6,6,,730,1,Major 1,Online,Miami Heretics,4-6,5,L,10,,1.15,,1.00,,467,564,0.81,0.88,0.85,0.83
Search & Destroy,Hacienda,Miami Heretics,Lucky,7,8,,924,2,Major 1,Online,Cloud9 New York,6-4,5,W,10,,0.86,,0.88,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Hacienda,Miami Heretics,MettalZ,8,6,,668,0,Major 1,Online,Cloud9 New York,6-4,5,W,10,,1.09,,1.33,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Hacienda,Miami Heretics,Reeal,6,9,,858,3,Major 1,Online,Cloud9 New York,6-4,5,W,10,,0.89,,0.67,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Hacienda,Miami Heretics,Renkor,4,7,,736,0,Major 1,Online,Cloud9 New York,6-4,5,W,10,,0.92,,0.57,,587,584,1.05,0.92,0.95,1.01
Hardpoint,Vault,Vancouver Surge,04,23,33,31,3142,,Major 1,Online,Vegas Falcons,250-214,1,W,,,0.97,0.70,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Vault,Vancouver Surge,Abuzah,34,32,41,4567,,Major 1,Online,Vegas Falcons,250-214,1,W,,,1.24,1.06,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Vault,Vancouver Surge,Hicksy,29,28,156,3485,,Major 1,Online,Vegas Falcons,250-214,1,W,,,0.85,1.04,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Vault,Vancouver Surge,Nastie,32,21,39,3649,,Major 1,Online,Vegas Falcons,250-214,1,W,,,1.14,1.52,,,600,610,0.96,1.09,1.00,0.98
Hardpoint,Vault,Vegas Falcons,D7oomx,26,30,104,3533,,Major 1,Online,Vancouver Surge,214-250,1,L,,,0.84,0.87,,,210,243,0.86,1.33,0.74,0.86
Hardpoint,Vault,Vegas Falcons,Exnid,38,33,22,4548,,Major 1,Online,Vancouver Surge,214-250,1,L,,,1.08,1.15,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Vault,Vegas Falcons,Roxas,20,32,101,2657,,Major 1,Online,Vancouver Surge,214-250,1,L,,,0.74,0.63,,,410,507,0.75,0.84,0.92,0.81
Hardpoint,Vault,Vegas Falcons,WXSL,30,23,17,4156,,Major 1,Online,Vancouver Surge,214-250,1,L,,,1.27,1.30,,,149,143,0.94,1.36,1.21,1.04
Search & Destroy,Red Card,Vancouver Surge,04,6,9,,784,0,Major 1,Online,Vegas Falcons,4-6,2,L,10,,0.97,,0.67,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Red Card,Vancouver Surge,Abuzah,6,7,,918,0,Major 1,Online,Vegas Falcons,4-6,2,L,10,,1.24,,0.86,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Red Card,Vancouver Surge,Hicksy,7,8,,843,2,Major 1,Online,Vegas Falcons,4-6,2,L,10,,0.85,,0.88,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Red Card,Vancouver Surge,Nastie,6,8,,1060,0,Major 1,Online,Vegas Falcons,4-6,2,L,10,,1.14,,0.75,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Red Card,Vegas Falcons,D7oomx,7,8,,1423,2,Major 1,Online,Vancouver Surge,6-4,2,W,10,,0.84,,0.88,,210,243,0.86,1.33,0.74,0.86
Search & Destroy,Red Card,Vegas Falcons,Exnid,12,5,,957,3,Major 1,Online,Vancouver Surge,6-4,2,W,10,,1.08,,2.40,,478,521,0.85,0.93,1.05,0.92
Search & Destroy,Red Card,Vegas Falcons,Roxas,5,7,,994,1,Major 1,Online,Vancouver Surge,6-4,2,W,10,,0.74,,0.71,,410,507,0.75,0.84,0.92,0.81
Search & Destroy,Red Card,Vegas Falcons,WXSL,8,5,,1187,2,Major 1,Online,Vancouver Surge,6-4,2,W,10,,1.27,,1.60,,149,143,0.94,1.36,1.21,1.04
Control,Hacienda,Vancouver Surge,04,17,21,,2496,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,0.97,,,0.81,659,643,1.00,1.05,1.08,1.02
Control,Hacienda,Vancouver Surge,Abuzah,25,15,,3046,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,1.24,,,1.67,607,639,0.94,0.73,1.13,0.95
Control,Hacienda,Vancouver Surge,Hicksy,16,22,,2068,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,0.85,,,0.73,573,670,0.80,1.05,0.90,0.86
Control,Hacienda,Vancouver Surge,Nastie,20,17,,2166,,Major 1,Online,Vegas Falcons,3-1,3,W,4,,1.14,,,1.18,600,610,0.96,1.09,1.00,0.98
Control,Hacienda,Vegas Falcons,D7oomx,18,23,,2435,,Major 1,Online,Vancouver Surge,1-3,3,L,4,,0.84,,,0.78,210,243,0.86,1.33,0.74,0.86
Control,Hacienda,Vegas Falcons,Exnid,21,20,,2775,,Major 1,Online,Vancouver Surge,1-3,3,L,4,,1.08,,,1.05,478,521,0.85,0.93,1.05,0.92
Control,Hacienda,Vegas Falcons,Roxas,11,19,,1765,,Major 1,Online,Vancouver Surge,1-3,3,L,4,,0.74,,,0.58,410,507,0.75,0.84,0.92,0.81
Control,Hacienda,Vegas Falcons,WXSL,25,16,,2552,,Major 1,Online,Vancouver Surge,1-3,3,L,4,,1.27,,,1.56,149,143,0.94,1.36,1.21,1.04
Hardpoint,Red Card,Vancouver Surge,04,39,25,67,3771,,Major 1,Online,Vegas Falcons,250-171,4,W,,,0.97,1.56,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Red Card,Vancouver Surge,Abuzah,29,22,52,3455,,Major 1,Online,Vegas Falcons,250-171,4,W,,,1.24,1.32,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Red Card,Vancouver Surge,Hicksy,21,28,96,2753,,Major 1,Online,Vegas Falcons,250-171,4,W,,,0.85,0.75,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Red Card,Vancouver Surge,Nastie,22,24,39,3205,,Major 1,Online,Vegas Falcons,250-171,4,W,,,1.14,0.92,,,600,610,0.96,1.09,1.00,0.98
Hardpoint,Red Card,Vegas Falcons,D7oomx,22,26,120,2493,,Major 1,Online,Vancouver Surge,171-250,4,L,,,0.84,0.85,,,210,243,0.86,1.33,0.74,0.86
Hardpoint,Red Card,Vegas Falcons,Exnid,26,32,32,3656,,Major 1,Online,Vancouver Surge,171-250,4,L,,,1.08,0.81,,,478,521,0.85,0.93,1.05,0.92
Hardpoint,Red Card,Vegas Falcons,Roxas,29,30,7,3573,,Major 1,Online,Vancouver Surge,171-250,4,L,,,0.74,0.97,,,410,507,0.75,0.84,0.92,0.81
Hardpoint,Red Card,Vegas Falcons,WXSL,22,23,21,2787,,Major 1,Online,Vancouver Surge,171-250,4,L,,,1.27,0.96,,,149,143,0.94,1.36,1.21,1.04
Hardpoint,Hacienda,Minnesota Rokkr,Estreal,34,21,74,3390,,Major 1,Online,Atlanta Faze,250-239,1,W,,,1.06,1.62,,,632,623,0.97,1.24,1.03,1.01
Hardpoint,Hacienda,Minnesota Rokkr,Gio,13,24,67,1881,,Major 1,Online,Atlanta Faze,250-239,1,W,,,0.79,0.54,,,604,612,1.02,0.94,0.93,0.99
Hardpoint,Hacienda,Minnesota Rokkr,Nero,30,23,73,3818,,Major 1,Online,Atlanta Faze,250-239,1,W,,,0.90,1.30,,,663,693,0.98,0.86,0.94,0.96
Hardpoint,Hacienda,Minnesota Rokkr,Paulehx,14,21,131,2226,,Major 1,Online,Atlanta Faze,250-239,1,W,,,0.58,0.67,,,534,645,0.80,0.79,0.91,0.83
Hardpoint,Hacienda,Atlanta Faze,Abezy,29,23,63,2872,,Major 1,Online,Minnesota Rokkr,239-250,1,L,,,1.09,1.26,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Hacienda,Atlanta Faze,Cellium,23,22,88,3133,,Major 1,Online,Minnesota Rokkr,239-250,1,L,,,1.40,1.05,,,532,463,1.12,1.28,1.15,1.15
